2021-04-07 10:06:18 DEBUG   80.14.144.101   - This is an already logged session. _SESSION['dol_login']=deguene _SESSION['dol_entity']=1
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201012-001248 types=files recursive=0 filter=CMD201012\-001248[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201019-001365 types=files recursive=0 filter=CMD201019\-001365[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200720-000584 types=files recursive=0 filter=CMD200720\-000584[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201015-001317 types=files recursive=0 filter=CMD201015\-001317[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200309-000237 types=files recursive=0 filter=CMD200309\-000237[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200323-000266 types=files recursive=0 filter=CMD200323\-000266[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200323-000269 types=files recursive=0 filter=CMD200323\-000269[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200323-000270 types=files recursive=0 filter=CMD200323\-000270[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200329-000277 types=files recursive=0 filter=CMD200329\-000277[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200329-000280 types=files recursive=0 filter=CMD200329\-000280[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200405-000286 types=files recursive=0 filter=CMD200405\-000286[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200405-000288 types=files recursive=0 filter=CMD200405\-000288[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200504-000339 types=files recursive=0 filter=CMD200504\-000339[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200830-000695 types=files recursive=0 filter=CMD200830\-000695[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201004-001155 types=files recursive=0 filter=CMD201004\-001155[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201017-001353 types=files recursive=0 filter=CMD201017\-001353[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201031-001540 types=files recursive=0 filter=CMD201031\-001540[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200523-000387 types=files recursive=0 filter=CMD200523\-000387[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200721-000581 types=files recursive=0 filter=CMD200721\-000581[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD200909-000821 types=files recursive=0 filter=CMD200909\-000821[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201020-001377 types=files recursive=0 filter=CMD201020\-001377[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201022-001393 types=files recursive=0 filter=CMD201022\-001393[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201106-001623 types=files recursive=0 filter=CMD201106\-001623[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD201019-001364 types=files recursive=0 filter=CMD201019\-001364[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/commande/CMD210330-003760 types=files recursive=0 filter=CMD210330\-003760[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 DEBUG   80.14.144.101   sql=SELECT f.rowid, f.ref, f.fk_statut, f.datef, f.type, f.total as total_ht, f.tva as total_tva, f.total_ttc, f.paye, f.tms, f.date_lim_reglement as datelimite, s.nom as name, s.rowid as socid, s.email, s.code_client, s.code_compta, cc.rowid as country_id, cc.code as country_code, sum(pf.amount) as am FROM llx_societe as s LEFT JOIN llx_c_country as cc ON cc.rowid = s.fk_pays,llx_facture as f LEFT JOIN llx_paiement_facture as pf on f.rowid=pf.fk_facture WHERE s.rowid = f.fk_soc AND f.paye = 0 AND f.fk_statut = 1 AND f.entity IN (1) GROUP BY f.rowid, f.ref, f.fk_statut, f.datef, f.type, f.total, f.tva, f.total_ttc, f.paye, f.tms, f.date_lim_reglement, s.nom, s.rowid, s.email, s.code_client, s.code_compta, cc.rowid, cc.code ORDER BY f.datef ASC, f.ref ASC
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0006 types=files recursive=0 filter=FA2009\-0006[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0009 types=files recursive=0 filter=FA2009\-0009[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0011 types=files recursive=0 filter=FA2009\-0011[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0012 types=files recursive=0 filter=FA2009\-0012[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0013 types=files recursive=0 filter=FA2009\-0013[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0014 types=files recursive=0 filter=FA2009\-0014[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0017 types=files recursive=0 filter=FA2009\-0017[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0018 types=files recursive=0 filter=FA2009\-0018[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0019 types=files recursive=0 filter=FA2009\-0019[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0020 types=files recursive=0 filter=FA2009\-0020[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0021 types=files recursive=0 filter=FA2009\-0021[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0022 types=files recursive=0 filter=FA2009\-0022[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0023 types=files recursive=0 filter=FA2009\-0023[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0024 types=files recursive=0 filter=FA2009\-0024[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0025 types=files recursive=0 filter=FA2009\-0025[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0026 types=files recursive=0 filter=FA2009\-0026[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0027 types=files recursive=0 filter=FA2009\-0027[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0028 types=files recursive=0 filter=FA2009\-0028[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0029 types=files recursive=0 filter=FA2009\-0029[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 INFO    80.14.144.101   files.lib.php::dol_dir_list path=/var/www/html/food.bdcloud.fr/documents/facture/FA2009-0030 types=files recursive=0 filter=FA2009\-0030[^\-]+ excludefilter="\\.meta$|\\.png$"
2021-04-07 10:06:26 DEBUG   80.14.144.101   sql=SELECT ff.rowid, ff.ref, ff.fk_statut, ff.libelle as label, ff.total_ht, ff.total_tva, ff.total_ttc, ff.paye, ff.date_lim_reglement, s.nom as name, s.rowid as socid, s.email, s.code_client, s.code_compta, s.code_fournisseur, s.code_compta_fournisseur, sum(pf.amount) as am FROM llx_societe as s, llx_facture_fourn as ff LEFT JOIN llx_paiementfourn_facturefourn as pf on ff.rowid=pf.fk_facturefourn WHERE s.rowid = ff.fk_soc AND ff.entity = 1 AND ff.paye = 0 AND ff.fk_statut = 1 GROUP BY ff.rowid, ff.ref, ff.fk_statut, ff.libelle, ff.total_ht, ff.tva, ff.total_tva, ff.total_ttc, ff.paye, ff.date_lim_reglement, s.nom, s.rowid, s.email, s.code_client, s.code_fournisseur, s.code_compta, s.code_compta_fournisseur ORDER BY ff.date_lim_reglement ASC
2021-04-07 10:06:26 INFO    80.14.144.101   --- End access to /compta/index.php
2021-04-07 10:06:27 INFO    80.14.144.101   --- Access to /viewimage.php - action=, massaction=
2021-04-07 10:06:27 INFO    80.14.144.101   modulepart=mycompany original_file=logos/thumbs/miniffc_mini.png entity=1
2021-04-07 10:06:27 INFO    80.14.144.101   viewimage.php return file /var/www/html/food.bdcloud.fr/documents/mycompany/logos/thumbs/miniffc_mini.png filename=miniffc_mini.png content-type=image/png
2021-04-07 10:06:27 INFO    80.14.144.101   --- End access to /viewimage.php
2021-04-07 10:06:30 DEBUG   80.14.144.101   - This is an already logged session. _SESSION['dol_login']=deguene _SESSION['dol_entity']=1
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT u.rowid, u.lastname, u.firstname, u.employee, u.gender, u.birth, u.email, u.personal_email, u.job, u.socialnetworks, u.signature, u.office_phone, u.office_fax, u.user_mobile, u.personal_mobile, u.address, u.zip, u.town, u.fk_state as state_id, u.fk_country as country_id, u.admin, u.login, u.note as note_private, u.note_public, u.pass, u.pass_crypted, u.pass_temp, u.api_key, u.fk_soc, u.fk_socpeople, u.fk_member, u.fk_user, u.ldap_sid, u.fk_user_expense_validator, u.fk_user_holiday_validator, u.statut, u.lang, u.entity, u.datec as datec, u.tms as datem, u.datelastlogin as datel, u.datepreviouslogin as datep, u.photo as photo, u.openid as openid, u.accountancy_code, u.thm, u.tjm, u.salary, u.salaryextra, u.weeklyhours, u.color, u.dateemployment, u.dateemploymentend, u.fk_warehouse, u.ref_ext, u.default_range, u.default_c_exp_tax_cat, c.code as country_code, c.label as country, d.code_departement as state_code, d.nom as state FROM llx_user as u LEFT JOIN llx_c_country as c ON u.fk_country = c.rowid LEFT JOIN llx_c_departements as d ON u.fk_state = d.rowid WHERE u.entity IN (0, 1) AND u.login = 'deguene' ORDER BY u.entity ASC
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT rowid,name,label,type,size,elementtype,fieldunique,fieldrequired,param,pos,alwayseditable,perms,langs,list,printable,totalizable,fielddefault,fieldcomputed,entity,enabled,help FROM llx_extrafields WHERE elementtype = 'user' ORDER BY pos
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT param, value FROM llx_user_param WHERE fk_user = 78 AND entity = 1
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT rowid, entity, type, page, param, value FROM llx_default_values WHERE entity IN (1, 1) AND user_id IN (0, 78)
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT DISTINCT r.module, r.perms, r.subperms FROM llx_user_rights as ur, llx_rights_def as r WHERE r.id = ur.fk_id AND ur.entity = 1 AND ur.fk_user= 78 AND r.perms IS NOT NULL
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT DISTINCT r.module, r.perms, r.subperms FROM llx_usergroup_rights as gr, llx_usergroup_user as gu, llx_rights_def as r WHERE r.id = gr.fk_id AND gr.entity = 1 AND gu.entity = 1 AND r.entity = 1 AND gr.fk_usergroup = gu.fk_usergroup AND gu.fk_user = 78 AND r.perms IS NOT NULL
2021-04-07 10:06:30 INFO    80.14.144.101   --- Access to /compta/facture/card.php - action=, massaction=
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT transkey, transvalue FROM llx_overwrite_trans where lang='fr_FR' OR lang IS NULL AND entity IN (0, 1) ORDER BY lang DESC
2021-04-07 10:06:30 DEBUG   80.14.144.101   sql=SELECT m.rowid, m.type, m.module, m.fk_menu, m.fk_mainmenu, m.fk_leftmenu, m.url, m.titre, m.langs, m.perms, m.enabled, m.target, m.mainmenu, m.leftmenu, m.position FROM llx_menu as m WHERE m.entity IN (0,1) AND m.menu_handler IN ('eldy','all') AND m.usertype IN (0,2) ORDER BY m.position, m.rowid
2021-04-07 10:06:31 DEBUG   80.14.144.101   - This is an already logged session. _SESSION['dol_login']=Abdel _SESSION['dol_entity']=1
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT u.rowid, u.lastname, u.firstname, u.employee, u.gender, u.birth, u.email, u.personal_email, u.job, u.socialnetworks, u.signature, u.office_phone, u.office_fax, u.user_mobile, u.personal_mobile, u.address, u.zip, u.town, u.fk_state as state_id, u.fk_country as country_id, u.admin, u.login, u.note as note_private, u.note_public, u.pass, u.pass_crypted, u.pass_temp, u.api_key, u.fk_soc, u.fk_socpeople, u.fk_member, u.fk_user, u.ldap_sid, u.fk_user_expense_validator, u.fk_user_holiday_validator, u.statut, u.lang, u.entity, u.datec as datec, u.tms as datem, u.datelastlogin as datel, u.datepreviouslogin as datep, u.photo as photo, u.openid as openid, u.accountancy_code, u.thm, u.tjm, u.salary, u.salaryextra, u.weeklyhours, u.color, u.dateemployment, u.dateemploymentend, u.fk_warehouse, u.ref_ext, u.default_range, u.default_c_exp_tax_cat, c.code as country_code, c.label as country, d.code_departement as state_code, d.nom as state FROM llx_user as u LEFT JOIN llx_c_country as c ON u.fk_country = c.rowid LEFT JOIN llx_c_departements as d ON u.fk_state = d.rowid WHERE u.entity IN (0, 1) AND u.login = 'Abdel' ORDER BY u.entity ASC
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT rowid,name,label,type,size,elementtype,fieldunique,fieldrequired,param,pos,alwayseditable,perms,langs,list,printable,totalizable,fielddefault,fieldcomputed,entity,enabled,help FROM llx_extrafields WHERE elementtype = 'user' ORDER BY pos
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT param, value FROM llx_user_param WHERE fk_user = 43 AND entity = 1
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT rowid, entity, type, page, param, value FROM llx_default_values WHERE entity IN (1, 1) AND user_id IN (0, 43)
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT DISTINCT r.module, r.perms, r.subperms FROM llx_user_rights as ur, llx_rights_def as r WHERE r.id = ur.fk_id AND ur.entity = 1 AND ur.fk_user= 43 AND r.perms IS NOT NULL
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT DISTINCT r.module, r.perms, r.subperms FROM llx_usergroup_rights as gr, llx_usergroup_user as gu, llx_rights_def as r WHERE r.id = gr.fk_id AND gr.entity = 1 AND gu.entity = 1 AND r.entity = 1 AND gr.fk_usergroup = gu.fk_usergroup AND gu.fk_user = 43 AND r.perms IS NOT NULL
2021-04-07 10:06:31 INFO    80.14.144.101   --- Access to /compta/facture/list.php - action=, massaction=
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT transkey, transvalue FROM llx_overwrite_trans where lang='fr_FR' OR lang IS NULL AND entity IN (0, 1) ORDER BY lang DESC
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT m.rowid, m.type, m.module, m.fk_menu, m.fk_mainmenu, m.fk_leftmenu, m.url, m.titre, m.langs, m.perms, m.enabled, m.target, m.mainmenu, m.leftmenu, m.position FROM llx_menu as m WHERE m.entity IN (0,1) AND m.menu_handler IN ('eldy','all') AND m.usertype IN (0,2) ORDER BY m.position, m.rowid
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT rowid,name,label,type,size,elementtype,fieldunique,fieldrequired,param,pos,alwayseditable,perms,langs,list,printable,totalizable,fielddefault,fieldcomputed,entity,enabled,help FROM llx_extrafields WHERE elementtype = 'facture' ORDER BY pos
2021-04-07 10:06:31 DEBUG   80.14.144.101   Facture::fetch
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT f.rowid,f.entity,f.ref,f.ref_client,f.ref_ext,f.ref_int,f.type,f.fk_soc, f.tva, f.localtax1, f.localtax2, f.total, f.total_ttc, f.revenuestamp, f.remise_percent, f.remise_absolue, f.remise, f.datef as df, f.date_pointoftax, f.date_lim_reglement as dlr, f.datec as datec, f.date_valid as datev, f.tms as datem, f.note_private, f.note_public, f.fk_statut, f.paye, f.close_code, f.close_note, f.fk_user_author, f.fk_user_valid, f.model_pdf, f.last_main_doc, f.fk_facture_source, f.fk_fac_rec_source, f.fk_mode_reglement, f.fk_cond_reglement, f.fk_projet as fk_project, f.extraparams, f.situation_cycle_ref, f.situation_counter, f.situation_final, f.fk_account, f.fk_multicurrency, f.multicurrency_code, f.multicurrency_tx, f.multicurrency_total_ht, f.multicurrency_total_tva, f.multicurrency_total_ttc, p.code as mode_reglement_code, p.libelle as mode_reglement_libelle, c.code as cond_reglement_code, c.libelle as cond_reglement_libelle, c.libelle_facture as cond_reglement_libelle_doc, f.fk_incoterms, f.location_incoterms, f.module_source, f.pos_source, i.libelle as label_incoterms, f.retained_warranty as retained_warranty, f.retained_warranty_date_limit as retained_warranty_date_limit, f.retained_warranty_fk_cond_reglement as retained_warranty_fk_cond_reglement FROM llx_facture as f LEFT JOIN llx_c_payment_term as c ON f.fk_cond_reglement = c.rowid LEFT JOIN llx_c_paiement as p ON f.fk_mode_reglement = p.id LEFT JOIN llx_c_incoterms as i ON f.fk_incoterms = i.rowid WHERE f.rowid=4609
2021-04-07 10:06:31 DEBUG   80.14.144.101   Facture::fetch_lines
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT l.rowid, l.fk_facture, l.fk_product, l.fk_parent_line, l.label as custom_label, l.description, l.product_type, l.price, l.qty, l.vat_src_code, l.tva_tx, l.localtax1_tx, l.localtax2_tx, l.localtax1_type, l.localtax2_type, l.remise_percent, l.fk_remise_except, l.subprice, l.situation_percent, l.fk_prev_id, l.rang, l.special_code, l.date_start as date_start, l.date_end as date_end, l.info_bits, l.total_ht, l.total_tva, l.total_localtax1, l.total_localtax2, l.total_ttc, l.fk_code_ventilation, l.fk_product_fournisseur_price as fk_fournprice, l.buy_price_ht as pa_ht, l.fk_unit, l.fk_multicurrency, l.multicurrency_code, l.multicurrency_subprice, l.multicurrency_total_ht, l.multicurrency_total_tva, l.multicurrency_total_ttc, p.ref as product_ref, p.fk_product_type as fk_product_type, p.label as product_label, p.description as product_desc FROM llx_facturedet as l LEFT JOIN llx_product as p ON l.fk_product = p.rowid WHERE l.fk_facture = 4609 ORDER BY l.rang, l.rowid
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT rowid,name,label,type,size,elementtype,fieldunique,fieldrequired,param,pos,alwayseditable,perms,langs,list,printable,totalizable,fielddefault,fieldcomputed,entity,enabled,help FROM llx_extrafields WHERE elementtype = 'facturedet' ORDER BY pos
2021-04-07 10:06:31 DEBUG   80.14.144.101   HookManager::initHooks Loading hooks: context=invoicecard-path=/edifactbdc/class/actions_edifactbdc.class.php, context=invoicecard-path=/pricebyclients/class/actions_pricebyclients.class.php
2021-04-07 10:06:31 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=addreplace). We call method doActions of class ActionsEdifactBdc, module=edifactbdc, action= context=invoicecard
2021-04-07 10:06:31 DEBUG   80.14.144.101   HookManager::executeHooks Qualified hook found (hooktype=addreplace). We call method doActions of class ActionsPriceByClients, module=pricebyclients, action= context=invoicecard
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT rowid,name,label,type,size,elementtype,fieldunique,fieldrequired,param,pos,alwayseditable,perms,langs,list,printable,totalizable,fielddefault,fieldcomputed,entity,enabled,help FROM llx_extrafields WHERE elementtype = 'facture' ORDER BY pos
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT fk_usergroup FROM `llx_usergroup_user` WHERE fk_user=43
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT f.rowid as id, f.ref, f.ref_client, f.type, f.note_private, f.note_public, f.increment, f.fk_mode_reglement, f.fk_cond_reglement, f.total as total_ht, f.tva as total_vat, f.total_ttc, f.localtax1 as total_localtax1, f.localtax2 as total_localtax2, f.fk_user_author, f.fk_multicurrency, f.multicurrency_code, f.multicurrency_tx, f.multicurrency_total_ht, f.multicurrency_total_tva as multicurrency_total_vat, f.multicurrency_total_ttc, f.datef as df, f.date_valid, f.date_lim_reglement as datelimite, f.module_source, f.pos_source, f.paye as paye, f.fk_statut, f.close_code, f.datec as date_creation, f.tms as date_update, f.date_closing as date_closing, f.retained_warranty, f.retained_warranty_date_limit, f.situation_final, f.situation_cycle_ref, f.situation_counter, s.rowid as socid, s.nom as name, s.email, s.town, s.zip, s.fk_pays, s.client, s.fournisseur, s.code_client, s.code_fournisseur, s.code_compta as code_compta_client, s.code_compta_fournisseur, typent.code as typent_code, state.code_departement as state_code, state.nom as state_name, country.code as country_code, p.rowid as project_id, p.ref as project_ref, p.title as project_label, u.login, scc.fk_user as fk_user, SUM(pf.amount) as dynamount_payed, SUM(pf.multicurrency_amount) as multicurrency_dynamount_payed FROM llx_societe as s LEFT JOIN llx_societe_commerciaux as scc on (scc.fk_soc = s.rowid) LEFT JOIN llx_c_country as country on (country.rowid = s.fk_pays) LEFT JOIN llx_c_typent as typent on (typent.id = s.fk_typent) LEFT JOIN llx_c_departements as state on (state.rowid = s.fk_departement), llx_facture as f LEFT JOIN llx_paiement_facture as pf ON pf.fk_facture = f.rowid LEFT JOIN llx_projet as p ON p.rowid = f.fk_projet LEFT JOIN llx_user AS u ON f.fk_user_author = u.rowid WHERE f.fk_soc = s.rowid AND f.entity IN (1) GROUP BY f.rowid, f.ref, ref_client, f.type, f.note_private, f.note_public, f.increment, f.fk_mode_reglement, f.fk_cond_reglement, f.total, f.tva, f.total_ttc, f.localtax1, f.localtax2, f.datef, f.date_valid, f.date_lim_reglement, f.module_source, f.pos_source, f.paye, f.fk_statut, f.close_code, f.datec, f.tms, f.date_closing, f.retained_warranty, f.retained_warranty_date_limit, f.situation_final, f.situation_cycle_ref, f.situation_counter, s.rowid, s.nom, s.email, s.town, s.zip, s.fk_pays, s.client, s.fournisseur, s.code_client, s.code_fournisseur, s.code_compta, s.code_compta_fournisseur, typent.code, state.code_departement, state.nom, country.code, p.rowid, p.ref, p.title ORDER BY f.datef DESC, f.rowid DESC
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax1_type <> '0'
2021-04-07 10:06:31 DEBUG   80.14.144.101   sql=SELECT t.localtax1, t.localtax2 FROM llx_c_tva as t, llx_c_country as c WHERE t.fk_pays = c.rowid AND c.code = 'FR' AND t.active = 1 AND t.localtax2_type <> '0'
2021-04-07 10:06:31 DEBUG   80.14.144.101   Facture::fetch
